-4.13,nan,91.18,148.11,99.31,nan,224.12,109.4,nan,-170.68,28.22,42.73,nan,19.3,-9.21,nan,-10.52,26.93,21.7,nan,56.69,-5.41,nan,14.19,-21.95,-3.47,103.27,67.14,-133.48,48.77,24.37,58.22,-31.54,70.2,136.75,53.11,142.45,nan,15.35,-5.54,62.39,180.83,nan,139.52,nan,nan,nan,43.23,60.8,nan,nan,17.68,2.18,-1.7,23.2,nan,83.39,nan,36.85,26.98,188.85,132.67,nan,105.51,-26.78,447.28,15.72,nan,-8.85,22.99,-3.83,nan,154.16,113.55,nan,28.48,149.88,-7.53,nan,nan,-3.18,1.15,-2,-4.69,-6.49,142.12,37.81,3.7,nan,nan,-21.61,24.54,26.38,nan,-16.37,nan,nan,nan,nan
-3.62,nan,93.82,147.35,91.69,nan,224.8,110.49,nan,-171.03,25.67,43.33,nan,23.92,-5.47,nan,-11.37,29.94,25.48,nan,58.74,-8.37,nan,16.4,-22.03,-3.1,84.67,83.43,-136.29,45.25,25.73,58.92,-30.06,71.85,146.03,51.66,143.52,nan,15.95,-3.43,68.9,184.54,nan,138.29,nan,nan,nan,45.24,61.6,nan,nan,14.72,1.35,2.19,25.89,nan,82.78,nan,36.22,26.48,183.13,121.71,nan,109.9,-27.91,449.21,15.09,nan,-10.83,23.59,-5.53,nan,155.5,124.46,nan,32.38,153.36,-7.16,nan,nan,-2.64,4.53,-0.63,-0.71,3.54,141.35,40.12,4.35,nan,nan,-23.28,20.1,32.62,nan,-11.56,nan,nan,nan,nan
-3.97,nan,95.17,149.04,96.86,nan,223.68,105.18,nan,-174.29,24.93,43.86,nan,19.51,-9.18,nan,-6.84,27.21,22.6,nan,58.09,-8,nan,14.78,-23.4,-3.26,110.76,74.64,-135.71,44.65,26.15,57.96,-31.35,69.76,149.47,53.1,140.56,nan,17.33,-2.72,70.3,182.59,nan,137.78,nan,nan,nan,43.97,57.54,nan,nan,14.28,2.02,0.58,23.37,nan,81.8,nan,36.42,24.56,188.75,132.65,nan,103.26,-25.79,448.51,13.77,nan,-6.27,21.07,-6.37,nan,148.36,112.83,nan,26.27,150.87,-6.95,nan,nan,-3.11,2.98,-1.91,-4.09,-0.81,138.51,37.15,4.09,nan,nan,-24.23,27.06,29.12,nan,-14.01,nan,nan,nan,nan
-4.18,nan,98.79,148.65,92.88,nan,222.03,105.98,nan,-173.54,26.38,41.24,nan,20.36,-8.37,nan,-6.43,27,23.08,nan,58.99,-5.82,nan,15.23,-21.77,-2.87,114.12,79.11,-134.21,44.53,24.53,58.04,-30.29,70.1,149.5,53.45,143.28,nan,16.59,-3.46,76.55,182.23,nan,140.51,nan,nan,nan,44,58.93,nan,nan,15.48,3.63,-0.32,23.73,nan,83.5,nan,37.36,24.72,189.44,134.25,nan,102.53,-26.42,450.78,16.45,nan,-5.23,23.44,-3.54,nan,149.45,114.69,nan,25.8,150.79,-7.01,nan,nan,-2.84,2.1,-0.51,-3.45,0.14,141.25,38.71,3.5,nan,nan,-23.21,30.12,29.82,nan,-13.03,nan,nan,nan,nan
-4.9,nan,99.2,147.79,93.03,nan,222.28,104.68,nan,-173.38,24.51,40.54,nan,23.71,-9.24,nan,-6.93,25.92,22.6,nan,56.7,-6.6,nan,15.79,-21.71,-3.9,113.82,71.21,-134.08,47.01,25.45,57.76,-31.27,69.38,146.15,56.24,141.65,nan,16.35,-3.44,76.82,183.39,nan,139.56,nan,nan,nan,43.99,59.41,nan,nan,14.87,2.11,-1.33,24.2,nan,83.01,nan,34.42,25.19,188.5,133.9,nan,106.77,-26.48,446.84,13.83,nan,-3.59,23.11,-3.68,nan,150.67,114.28,nan,25.42,150.54,-8.83,nan,nan,-2.22,1.76,0.28,-3.01,0.32,141.06,36.05,3.43,nan,nan,-24.02,28.81,30.81,nan,-13.74,nan,nan,nan,nan
-4.87,nan,86.78,147.7,87.11,nan,223.51,107.76,nan,-172.18,24.03,39.57,nan,23.51,-7.99,nan,-5.55,27.83,23.6,nan,56.89,-5.6,nan,16.36,-21.08,-4.63,109.01,80.46,-136.08,48.79,26.32,57.14,-32.07,68.72,143.25,56.19,135.33,nan,16.84,-4.41,56.56,184.62,nan,135.57,nan,nan,nan,44.67,57.09,nan,nan,18.29,2.05,-1.17,24.64,nan,81.01,nan,34.16,24.4,187.73,133.66,nan,104.74,-26.34,447.95,14.18,nan,-3.38,22.71,-4.79,nan,149.25,114.85,nan,26.24,150.33,-8.08,nan,nan,-1.33,1.91,-1.05,-3.2,-0.1,143.8,37.06,3.46,nan,nan,-24.52,32.4,29.1,nan,-14.65,nan,nan,nan,nan
-3.78,nan,97.18,150.46,102.35,nan,222.99,106.97,nan,-173.2,25.32,41.67,nan,21.45,-8.86,nan,-7.66,27.44,23.13,nan,55.84,-5.92,nan,15.63,-22.39,-3.9,113.04,nan,-133.97,44.69,26.84,57.92,-31.25,69.41,141.45,55.18,140.09,nan,16.14,-3.71,75.76,180.92,nan,138.72,nan,nan,nan,43.31,61.02,nan,nan,25.94,1.98,-0.55,24.03,nan,82.24,nan,36.31,23.34,189.47,134.56,nan,101.75,-25.91,448.17,15.32,nan,-5.44,23.31,-4.13,nan,149.85,115.3,nan,26.82,151.28,-8.11,nan,nan,-2.02,2.39,-0.87,-2.82,-0.09,146.85,36.64,3.87,nan,nan,-23.65,31.07,32.17,nan,-14.31,nan,nan,nan,nan
-4.63,nan,87.84,147.81,104.94,nan,223.04,110.31,nan,-170.67,21.89,39.2,nan,18.84,-11.6,nan,-5.59,25.62,22.25,nan,55.23,-8.67,nan,15.72,-22.74,-2.73,104.2,54.95,-132.37,45.25,24.21,57.41,-31.56,69.17,138.21,50.23,144.24,nan,15.83,-3.08,53.19,182.22,nan,137.62,nan,nan,nan,42.95,54.68,nan,nan,28.31,2.49,-2.09,23.11,nan,82.2,nan,38.55,26.4,189.99,137.46,nan,104.18,-28.03,445.03,14.11,nan,-3.54,21.9,-3.6,nan,148.77,113.55,nan,28.99,148.55,-7.16,nan,nan,-1.24,2.17,0.8,-4.28,2.95,146.27,33.31,1.97,nan,nan,-24.13,34.46,23.07,nan,-15.68,nan,nan,nan,nan
-4.91,nan,90.66,148.54,93.1,nan,225.02,109.23,nan,-170.83,24.67,40,nan,20.65,-6.17,nan,-5.67,27.34,23.41,nan,56.99,-3.05,nan,15.89,-21.25,-2.71,136.43,76.8,-132.72,46.27,25.33,57.61,-31.55,70.23,142.97,53.39,143.36,nan,17.94,-2.87,59.18,184.85,nan,139.79,nan,nan,nan,46.53,58.01,nan,nan,25.04,2.75,-0.49,24,nan,84.44,nan,35.17,25.49,199.46,134.54,nan,108.72,-24.41,447.64,14.4,nan,-4.55,22.65,-1.9,nan,150.6,115.9,nan,27.47,148.62,-6.81,nan,nan,-2.69,3.35,-0.19,-3.04,3.44,141.33,37.72,3.5,nan,nan,-24.42,31.67,28.22,nan,-13.57,nan,nan,nan,nan
-3.91,nan,97.62,147.37,92.23,nan,225.32,104.89,nan,-175.47,25.41,41.73,nan,23.64,-9.86,nan,-3.63,27.09,23.36,nan,54.83,-7.63,nan,15.26,-18.85,-3.66,112.31,79.96,-134.39,43.72,25.11,57.46,-33.48,69.93,144.79,53.03,144.46,nan,17.88,-3.75,74.34,184.62,nan,138.83,nan,nan,nan,44.13,58.66,nan,nan,26.34,-0.93,-0.34,23.39,nan,82.37,nan,35.96,25.5,188.03,135.09,nan,102.11,-25.18,447.13,14.69,nan,-3.76,23.02,-3.69,nan,149.09,114.48,nan,27.14,150.44,-8.06,nan,nan,-3.2,1.94,-1.55,-2.21,0.47,141.78,37.16,4.01,nan,nan,-23.51,31.09,30.46,nan,-14.9,nan,nan,nan,nan
